url,pick,team,year,pos,player,college,missing_combine_vals,height_inches,weight,forty,vertical,bench,broad,threecone,shuttle,defense.ast.tackles,defense.fum.forced,defense.fum.rec,defense.fum.tds,defense.fum.yds,defense.games,defense.int,defense.int.td,defense.int.yards,defense.loss.tackles,defense.pd,defense.sacks,defense.seasons,defense.solo.tackes,defense.tackles,passing.attempts,passing.comp.pct,passing.completions,passing.games,passing.pass.ints,passing.pass.tds,passing.pass.yards,passing.seasons,receiving.games,receiving.rec.td,receiving.rec.yards,receiving.receptions,receiving.rush.att,receiving.rush.td,receiving.rush.yds,receiving.scrim.plays,receiving.scrim.tds,receiving.scrim.yds,receiving.seasons,rushing.games,rushing.rec.td,rushing.rec.yards,rushing.receptions,rushing.rush.att,rushing.rush.td,rushing.rush.yds,rushing.scrim.plays,rushing.scrim.tds,rushing.scrim.yds,rushing.seasons,num_murders,purple.drank.incidents
https://www.sports-reference.com/cfb/players/rory-johnson-1.html,300,NA,2007,OLB,Rory Johnson,Mississippi,1,72,232,4.59,38,19,116,NA,4.07,47,3,2,0,32,12,0,0,0,3,3,1,1,47,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roscoe-parrish-1.html,55,BUF,2005,WR,Roscoe Parrish,Miami (FL),5,70,168,4.37,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,"1,355",86,19,1,186,105,13,"1,541",3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/ross-cockrell-1.html,109,BUF,2014,CB,Ross Cockrell,Duke,0,72,191,4.56,36.5,10,122,7.28,4.32,79,1,0,1,0,49,12,1,80,7,28,2,4,154,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/ross-homan-1.html,200,MIN,2011,OLB,Ross Homan,Ohio State,0,73,240,4.66,35.5,32,111,7.21,4.34,132,0,0,0,0,54,7,0,56,17,2,5,5,155,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roy-helu-1.html,105,WAS,2011,RB,Roy Helu,Nebraska,0,71,219,4.4,36.5,11,119,6.67,4.01,0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roy-miller-1.html,81,TAM,2009,DT,Roy Miller,Texas,0,73,310,4.93,32,36,103,8.01,4.74,46,1,0,0,0,48,0,0,0,21,3,10,4,54,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roy-schuening-1.html,157,STL,2008,OG,Roy Schuening,Oregon State,3,76,306,5.29,25,26,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roy-williams-3.html,7,DET,2004,WR,Roy Williams,Texas,5,74,212,4.48,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,"3,866",241,16,3,243,257,39,"4,109",4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/roy-williams-2.html,8,DAL,2002,SS,Roy Williams,Oklahoma,2,72,219,4.53,30.5,13,115,NA,NA,0,0,2,1,25,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/royce-freeman-1.html,NA,NA,2018,RB,Royce Freeman,Oregon,0,71,229,4.54,34,17,118,6.9,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,814,79,947,60,"5,621","1,026",64,"6,435",4,0,0
https://www.sports-reference.com/cfb/players/rudi-johnson-1.html,100,CIN,2001,RB,Rudi Johnson,Auburn,0,70,227,4.57,37.5,24,119,7.32,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,70,9,324,13,"1,567",333,13,"1,637",1,0,0
https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html,300,NA,2009,QB,Rudy Carpenter,Arizona State,0,74,218,4.89,29,11,100,7.25,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,309",246,799,47,35,81,"10,491",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/rueben-randle-1.html,63,NYG,2012,WR,Rueben Randle,LSU,0,75,210,4.55,31,15,121,6.99,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,"1,634",97,0,0,0,97,13,"1,634",3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/rufus-alexander-1.html,176,MIN,2007,OLB,Rufus Alexander,Oklahoma,0,73,228,4.79,35,25,117,7.06,4.3,89,0,0,0,0,39,3,0,5,27,0,9,3,131,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sports-reference.com/cfb/players/rufus-brown-1.html,300,NA,2004,CB,Rufus Brown,Florida State,0,69,187,4.43,33,15,124,7.24,4.44,0,0,1,0,3,50,4,1,61,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
